spotid	spotname	geo-coordinates
1127997	The Home Depot	40.6871034167	-74.3035876
6399182	Unique Thrift Store	40.6917661428	-74.2991745472
358053	Kellog Park	40.6813702848	-74.2036986351
739754	Lincoln park	40.6519943476	-74.3098711967
787889	Walgreens	40.653834343	-74.3106114864
2374149	Walgreens	40.694972601	-74.215525576
1000705	Applebee's	40.69119	-74.300447
1095186	Biertempful Park	40.7056707144	-74.2728728056
399175	Charlie Brown's	40.68809413	-74.30342054
6642183	Aunt Connie's	40.6498242	-74.20199135
964824	Red Lobster	40.6895316667	-74.3022861333
4440373	Pep Boys	40.690530421	-74.301656075
6690447	Sonic	40.674593	-74.199578
6678151	Sprint Store	40.6900441647	-74.3030637503
7339872	Barrister Cigars	40.690222451	-74.303018842
6788697	Suite	40.65345597	-74.31209457
1091805	Karako	40.68935575	-74.3040336333
6750767	Verizon	40.6894112	-74.30408422
896449	Union High School	40.7040520833	-74.2823059
6245453	Spruce Street	40.628037605	-74.289462946
575638	Álvarez Café	40.6545236448	-74.1982913017
907577	Ihop	40.6892448664	-74.3046677113
525457	Friendly's	40.6355047	-74.3005765333
7448632	Burger King	40.6752649	-74.1983123
776647	Hollywood Cemetary	40.7092824	-74.2574596833
1433812	Delta Gas	40.67633916	-74.19863255
575597	Mara Bakery	40.6542407983	-74.1979989409
1508388	Bayonne main post office	40.66921019	-74.13661336
7548283	16th Street Park	40.665468739	-74.131196558
712186	Boatworks	40.6566370667	-74.13721245
7167942	Gun For Hire	40.663028827	-74.129691124
6970166	Dee II	40.663506	-74.128214
7116574	Planet Fitness	40.654083483	-74.136998667
662717	Little Food Cafe	40.657579924	-74.1300528811
365806	5th St. Apartments	40.65287274	-74.13235288
5833201	8th Street Station | Hudson-Bergen Light Rail	40.654560735	-74.128410557
1551395	Port Elizabeth	40.671093033	-74.160884783
1344119	Bergen Point Community Church	40.6512218714	-74.1316276789
812635	Disabled American Veterans	40.6532212667	-74.128053
1238665	Rita's Ice	40.6564809034	-74.1244029071
1268260	R&B'z	40.6544544594	-74.1261827946
398543	Bayonne Diner	40.6545946723	-74.1259625758
1267210	The Starting Point	40.6479385053	-74.1421473026
439266	European Day Spa & Salon	40.6607650333	-74.1208470667
3453809	Bayonne High School	40.6710719	-74.121740967
564719	The Big Apple	40.6609515833	-74.1200412333
6888165	Tai Chi	40.666015	-74.118521
6935051	Sleeping In ZZZzzzZZzzz	40.665948	-74.118507
2506276	Bayonne Bridge	40.656731	-74.120572
6867641	Wine at home	40.666178	-74.118134
2633134	Forum Fitness	40.6663763523	-74.1177928448
6925959	Spa 	40.666919	-74.117649
636571	Aarons Gold	40.6647177955	-74.1173805044
438987	Beauty Bizz	40.6650817	-74.1172546667
438998	Pizza Masters	40.6650492233	-74.1171234895
6480156	East Coast Warehouse	40.67220579	-74.16577856
811903	1st Street Park	40.6456941167	-74.1360880333
1490239	1st street dog park	40.6449694	-74.140242133
7115446	My Humble Abode	40.673885413	-74.119816096
1591911	PizzaLinos	40.673781804	-74.119545879
7481470	Insanity	40.66674	-74.116547
5840342	22nd Street Station | Hudson-Bergen Light Rail	40.66147814	-74.116402996
1267149	Old Navy	40.6591771919	-74.1690962839
7205286	Knights Of Columbus	40.670263225	-74.11577546
1267077	Abercrombie & Fitch Outlet	40.659285704	-74.1693116237
1101101	Johnny Rockets	40.6604840036	-74.1696906746
6454163	AMC Loews Jersey Gardens 20	40.6592936196	-74.1693875787
7613865	Verizon	40.668426119	-74.115032972
7356724	Cold Stone Creamery	40.65945148	-74.169849895
1267236	Nike Factory Store	40.6609582847	-74.1704539527
1434528	Starbucks	40.660536171	-74.171399535
1267435	H&M	40.6612704604	-74.171562612
7552233	Bed Bath & Beyond	40.658466628	-74.170838457
1267654	Guess Factory Store	40.6612005385	-74.1716276711
7288393	Thommy hilfinger	40.660481448	-74.171512106
7288378	Adidas	40.660481448	-74.171512106
7288369	Levi's	40.660481448	-74.171512106
46591	Jersey Gardens	40.6611307472	-74.1716809848
1462942	Gilly Hicks	40.659494958	-74.171277073
1462977	Finish Line	40.659423403	-74.171264537
7318349	AT&T	40.66018342	-74.17153739
1262189	Chez Nibblz	40.664795067	-74.112611133
7093009	Associated Orthopedic 	40.6696194333	-74.1133853667
1463373	Hot Topic	40.660727301	-74.172166671
409605	Hendrickson's	40.6702658516	-74.1131617387
1266893	Kenneth Cole Company Outlet	40.6595733434	-74.172620271
1266880	Banana Republic Factory Store	40.6595733434	-74.172620271
1463293	Cole Haan	40.660640776	-74.17295596
771946	Bayonne Medical Center	40.6679821	-74.1116481
236218	Neiman Marcus	40.6591806699	-74.1728722345
293430	IKEA	40.6749674519	-74.1704739873
1445587	Jersey Gardens	40.659944616	-74.173299738
27112	Sea Port Coffee Shop	40.6803510833	-74.1659940667
1307417	Off 5th Saks Fifth Avenue Outlet	40.65980715	-74.173633983
352008	Babies R Us	40.6724918	-74.17251435
862046	Toys R Us	40.6727898399	-74.1724238997
7418806	Fed Ex Hub	40.66445441	-74.1744986
6660880	Ihop	40.662774928	-74.174488238
1431930	Marriott Courtyard Elizabeth NJ	40.66116183	-74.17445427
2758459	Maher Terminal	40.6839823723	-74.1625320911
1104446	E-Rail	40.66146343	-74.17517411
1301631	Country Inn	40.67326778	-74.17338877
880187	Ruby Tuesday	40.6623497833	-74.1754379167
1218356	Rita's	40.674891	-74.172767
7031027	Advance Auto Parts 	40.665993	-74.1088743
6689262	Judicke's Bakery	40.6731702	-74.1107086667
6689466	EWR Terminal A Gate 26X	40.6747063168	-74.1734440762
1011234	FedEx Newark Hub	40.6797115221	-74.1696674897
6434228	Country Inn	40.662822203	-74.176409749
6641660	Residence Inn Marriott 	40.663176327	-74.17674257
7375805	ATA Martial Arts DOJO	40.653449	-74.11059
7101075	Sonic	40.664007164	-74.107008824
812811	Frank Theatre South Cove Cinema 14	40.670007	-74.107525
6538872	Edward Jones Edward	40.67085534	-74.17728614
7121528	34th St Lightrail Station	40.671961817	-74.107346417
1426192	Princess Cruise In New York	40.67343455	-74.10765868
1296227	Staten Island Buddhist Vihara	40.636315583	-74.1432795
4894346	Lighthouse Family Restaurant & Diner	40.652207	-74.108138
7302147	Sora Sushi	40.684536	-74.170214
1104361	E-Rail	40.665364	-74.180986
1297266	Stop & Shop	40.66738495	-74.10390575
7368834	Terminal C	40.689495	-74.162766
2729454	Homewood suites  ny	40.684861	-74.170421
1551786	Val's Pizza	40.637190845	-74.127749225
7076414	Dunkin' Donuts	40.636868083	-74.127704933
1771055	Bridge Tavern	40.6340935521	-74.1437794268
616282	Dick Clarks AB Grill - EWR Airport	40.670502	-74.18182325
1551722	Family Car Wash	40.636126053	-74.12717938
3044495	Gulf Gas Station	40.642656583	-74.1139763
3265364	Bayonne Park	40.6834727526	-74.1106635332
6938757	IMTT-Bayonne	40.658450985	-74.102590788
607127	FedEx	40.63449311	-74.15204715
739902	Magic Fountain	40.6785974667	-74.1062475667
565051	Sunoco	40.6761640167	-74.1046069833
6623927	Buon Appetito Italian Restaurant	40.67879498	-74.1059267521
524545	New Hope Community Church	40.6374895333	-74.12058665
157964	Destinos	40.6518783569	-74.1808700562
1523949	Wok & Roll	40.6813	-74.178061
905937	Levy Playground	40.634223938	-74.1290283203
546665	Boss	40.69100838	-74.16597181
6695572	Ace Auto Salvage 	40.6342703104	-74.1271752119
7582428	E-158 Firehouse	40.6352466345	-74.160708189
759717	Houlihan's	40.6621831388	-74.0994741618
7083649	Wendy's - Newark Terminal B	40.69036227	-74.16874861
188275	Sunny's	40.67493581	-74.10152286
1090511	40th Street Florist	40.68068158	-74.10404348
3937313	Ten East	40.670383532	-74.099024838
1696082	Joe Holzka Community Garden	40.6345220204	-74.1215693951
6006967	La Familia Restaurant	40.634255133	-74.122187029
1061021	Ralph's Famous Italian Ices	40.630402565	-74.1395884752
6712944	Brooklyn National Deli	40.687939	-74.175314
1061003	Denino's Pizzeria Tavern	40.6301490249	-74.1401396692
367959	45th Street Station	40.67896295	-74.1013560167
1109023	Bayonne Animal Hospital	40.6868680833	-74.1074347333
414517	Snug Harbor	40.64217877	-74.10700684
1553137	Sandella's Flatbread Cafe	40.687823675	-74.1769695
356605	O'Brien's Grille & Pub, EWR	40.687862635	-74.1769301891
6617905	Champs	40.6881183	-74.17683965
6740470	Casciano Memorial Bridge	40.695534114	-74.119355863
472366	Dick Clark's American Bandstand Grill	40.6861692595	-74.1797861378
7105877	Terminal B @ EWR Baggage Claim	40.68899649	-74.17698198
543195	Veterans Hall Theater	40.6438767105	-74.1034770054
6725115	EWR Gate 68	40.690811481	-74.174952871
917540	Da Noi	40.6857801411	-74.1036619827
7171252	Lufthansa Senator Lounge	40.691815741	-74.174190158
568061	Java Moon	40.6879116067	-74.1792901263
356601	Samuel Adams Pub	40.6919749432	-74.1743016243
486869	SAS Business Lounge	40.6918081779	-74.1746020317
220782	Delta Sky Club	40.6887072599	-74.1788519538
356610	Starbucks - Terminal B, EWR	40.6897093409	-74.1777133942
977344	Hilton Newark	40.68396687	-74.18363183
243637	Admirals Club	40.6872560481	-74.1806650466
356618	Asian Chao, EWR	40.6901567729	-74.1774129868
4837436	British Airways Terrace Lounge	40.69218831	-74.174604449
206537	EWR Terminal B	40.6908075778	-74.1765761375
1134296	The Grove	40.6938958	-74.1722124333
356558	Chili's Too, EWR	40.690970278	-74.1766834259
486853	Wolfgang Puck Express	40.6923075833	-74.1748563333
346861	Golden Krust	40.6905743382	-74.1773124646
190815	Budweiser Brew House	40.6870762307	-74.1814372869
356852	The Guinness Pub, EWR	40.6939394874	-74.1725742817
6702279	Blue Point RA Bar	40.690331188	-74.17790818
6906614	The Grove	40.686149668	-74.182497101
555913	Virgin Clubhouse	40.6912522105	-74.17673729
570351	Leidys Shore Inn	40.6432945833	-74.1015462667
570146	R.H. Tuggs	40.6432007833	-74.1016240333
7514336	Earl Of Sandwich	40.68605628	-74.18298244
951348	The Grain Station	40.6862060167	-74.1829043333
6681274	The Vortex Of Lost Luggage	40.690584566	-74.178252005
338320	New Jersey Turnpike (near EWR)	40.7009723148	-74.1547860653
5710518	Broadway Diner	40.6846955	-74.100466
773218	Jet Airways Business Lounge	40.6914959041	-74.1770927567
1563127	Massage Bar	40.68736115	-74.181932717
570707	Adobe Blues	40.6432708667	-74.1010601667
7346608	Pilot Air Freight	40.674009285	-74.190765009
4592935	Staten Island Children's Museum	40.64273124	-74.10147684
568906	President's Club - Terminal A, EWR	40.6877259768	-74.1819961258
794104	BA Business Lounge	40.6922012248	-74.1766362523
915200	Snug Harbor	40.6435453892	-74.1004765034
176536	EWR Terminal A	40.687276885	-74.1826701164
1049017	Starbucks - Terminal A, EWR	40.6875941669	-74.1825842857
1086248	Cape Liberty	40.63782429	-74.106184
7610983	Garden State Diner	40.694632975	-74.173540365
3121647	Nurnberger German Restaurant 	40.6352198	-74.10964965
6905974	Villa Fresh Italian Kitchen	40.687474924	-74.182971364
1285466	Wakefern Food Corp HQ	40.6672078371	-74.1929805279
3139289	Blue And Gray	40.634737815	-74.110167112
1943259	Green Leaf Grill	40.69486265	-74.173664833
2111934	Great American Bagel	40.687436	-74.183237
356819	McDonald's, EWR	40.6946716009	-74.1739958525
7072480	CSI 1P	40.653242	-74.191066
3139439	Jacques Ribs & Grill	40.634704627	-74.110054942
7422135	UPS Flight ops	40.68264279	-74.187278154
356563	T.G.I. Friday's, EWR	40.6876023023	-74.1831207275
134031	Presidents Club Gate 71	40.6950760167	-74.1735199167
356837	Dunkin' Donuts - Terminal C, EWR	40.6947936191	-74.1740173101
7586366	Dufry	40.69467699	-74.17422908
356841	Ben & Jerry's, EWR	40.6948586953	-74.1740334034
356975	Wok & Roll, EWR	40.6950620582	-74.1737222672
622683	Pathmark 	40.62665605	-74.13113886
502787	Brothers Pizza	40.62567505	-74.1440989833
7003268	Qdoba Mexican Grill	40.688034	-74.183059
661835	Dunkin' Donuts	40.62661439	-74.13108807
24963	EWR Newark Liberty International	40.6912468675	-74.1795158386
743957	Staten Island Philharmonic	40.6390227495	-74.1035918257
546652	Brooks Brothers	40.6947595167	-74.17465115
546657	Vino Volo	40.6947595167	-74.17465115
6742525	Home	40.6262934208	-74.1526937485
2568979	Dick Clarks	40.695232882	-74.173979759
381858	Caliente Cab Co.	40.6936779744	-74.1765790554
606215	The Toy Club	40.6255521333	-74.1378503167
687117	Garden State Diner	40.6936018334	-74.1767316259
606218	Kid's Place	40.6255291833	-74.1378809
606226	Party City	40.6255225833	-74.1378504333
606231	Sneaker & Cap Zone	40.62551995	-74.1378763667
606237	Payless	40.6255105667	-74.13788715
606247	Pete Milano's	40.6255017333	-74.1378540333
52054	Egger's Ice Cream Shoppe	40.6264052152	-74.1302516571
566696	That's A Wrap	40.6263874333	-74.1303165667
566701	Walgreens	40.62637645	-74.1302919167
566687	Forest Thai Cuisine	40.6263797333	-74.1302277667
309147	Brooklyn Bar Newark Airport - Terminal C, EWR	40.69558399	-74.17400461
1526054	Grand Central Oyster Bar	40.694638915	-74.175563166
740422	Perkins	40.6252793167	-74.1469114333
1222179	Quick Lube Center	40.6260627508	-74.1310536861
1222163	Larissa Buerano's State Farm Insurance Agency	40.6260573864	-74.1310751438
621482	Pep Boys	40.6259735333	-74.15341395
6395207	Hudson Booksellers	40.696331357	-74.172955722
7219346	Time Warner Cable	40.63039185	-74.168525792
83748	Druken Monkey	40.6261734707	-74.1299990197
497530	My Attic Nest	40.6426522167	-74.0991173833
64593	Redroom	40.6261657281	-74.1300034057
1053522	Unitarian Church of Staten Island	40.6429606676	-74.098829627
529679	Chic-N-Bones	40.6261552754	-74.1299992284
529676	Blockbuster Video	40.6261552754	-74.1299992284
529707	Bon Chon	40.6261524397	-74.129997746
1444370	7-11	40.6253895316	-74.1350276349
260595	Interterminal Bus	40.6947448667	-74.1758124833
386421	Touchless Auto Wash	40.6261767333	-74.1555041
3555249	Blessed Sacrament Church	40.627091383	-74.12516005
328905	Interterminal Bus	40.6887805321	-74.1837641971
3976187	Currito Cantina	40.686954595	-74.18557663
6725209	Astor Place II	40.62508068	-74.135533367
6783065	Jo-Anns Fabric	40.6260342	-74.1558988
480588	Rinconcito Paisa	40.6249001	-74.1366344
205645	The Staaten	40.62632345	-74.1273159333
294534	United Airlines Red Carpet Club - EWR	40.6888735977	-74.1839945894
6695923	R&L press	40.6283640862	-74.1192734241
1707042	Kohl's	40.62781795	-74.1641505
7106746	Bowling	40.687049	-74.098581
6783057	Strauss Auto	40.6258267164	-74.1578274965
3229525	NWR Heineken Lounge	40.69462545	-74.1779097667
562012	Marriott Newark Liberty Airport	40.69233065	-74.1810362333
162647	Lava	40.6456165333	-74.1898349167
664011	Meditation Room	40.6953804531	-74.1772167847
1297740	Chatfield's	40.6922596693	-74.1816025972
707287	360 Vantage mobile office	40.6966745853	-74.1754281521
621622	White Castle	40.6270869861	-74.1641151029
243314	EWR Terminal C	40.6956965463	-74.1771554947
7104785	Crumbs Bakery	40.695734354	-74.177139612
6464016	EWR Terminal C Baggage Claim	40.6944599	-74.179121
621602	Checkers	40.6269965667	-74.1642136333
7412471	[[	40.6958254454	-74.1771932504
1114947	Terminal C Shoeshine	40.6958254454	-74.1771932504
40565	Starbucks - Terminal C, EWR	40.6958449006	-74.177197196
252074	Au Bon Pain	40.6959133888	-74.1770980928
4594408	Bank of America	40.626560385	-74.163044835
416407	Continental President's Lounge	40.6958694446	-74.1772003246
782772	Steak Escape	40.6951900508	-74.1782448207
7467414	Dunkin Donuts	40.626666583	-74.16360865
949165	Continental President's Club - EWR Terminal A	40.6872546684	-74.1875319033
1096729	Hertz	40.6898843333	-74.1850782333
356629	Heineken Lounge, EWR	40.6965872598	-74.1763186455
1261851	Newark Airport Express Bus Stop	40.69544395	-74.1781409333
1175079	AirTrain Station C	40.6956774321	-74.1778035649
592078	Adobe Blues	40.6436150599	-74.0956159773
7604313	Newark-continental	40.697135278	-74.175595833
721084	Ruby's Diner	40.69593542	-74.17756044
748287	Jamba Juice	40.69594961	-74.17756968
6435660	Famiglia Pizzeria	40.697260083	-74.175470333
7106841	Seven 4 Seven Steak House & Sports Bar	40.62925836	-74.113988485
245193	Bamboleo Nightclub, Elizabeth, NJ	40.6485215483	-74.1926854849
7018344	Planet Wings 	40.6262934208	-74.1633313894
356546	Samuel Adams Brew House	40.6974738943	-74.1752564907
903634	Maui Tacos	40.69544726	-74.17855954
669995	Perkins Restaurant & Bakery	40.67768537	-74.19416207
910250	Frank's Coffeehouse At Newark Airport	40.6974773333	-74.1754419667
518733	Forest Laundry	40.6289119684	-74.1142428328
1276055	Jake's Coffeehouse	40.697517133	-74.175481333
3412028	Tony Roma's 	40.693609526	-74.1814456536
1131767	Jamba Juice - Newark Airport	40.696413	-74.17746
546957	Gallaghers	40.6960506925	-74.1780482073
646576	Landing	40.6435518333	-74.0950047833
646590	Saquella Coffee	40.64358735	-74.0949670333
646572	Spot Name	40.6434915667	-74.0950284333
575485	Picacho Liquor	40.6504558309	-74.1944235563
661559	Duffy's	40.629843	-74.1113457
707039	Starbucks	40.698607	-74.174431
757744	Air Train Newark Station P3, EWR	40.6847833222	-74.1908025742
5633184	Hamachi Sushi	40.696933872	-74.177995315
356936	Borders	40.696806886	-74.1782766581
757539	Air Train Newark Station P1, EWR	40.6895873134	-74.1873908043
356949	The Metropolitan Museum Of Art Store, EWR 	40.6967906174	-74.1785931587
326825	Crowne Plaza Newark Airport	40.6786880557	-74.1951237011
656909	The Home Depot	40.6285711833	-74.1725756167
661607	Burrito Bar	40.6302096833	-74.1090658667
7104647	The Cityline Church	40.693312118	-74.101117655
1393232	Pronto Pizza - Forest	40.63023567	-74.10869318
694688	Panini Grill	40.6303451006	-74.1081476212
687580	Planet Fitness	40.6302678	-74.1082122
429650	Dungeon	40.6365059	-74.09940892
6976698	Le Grand Comptoir	40.694931	-74.182542
1330313	Dollar Rent A Car	40.6868207833	-74.19102725
1012815	Continental Quickpak	40.69522529	-74.18228459
649310	Budget	40.6877202657	-74.1904592514
893638	Hertz	40.6881880494	-74.1900730133
1196556	Hampton Inn Newark	40.684667893	-74.192858501
262963	SpringLane Motel	40.6804671635	-74.195523262
552956	Christopher Michael Salon	40.6300943833	-74.1075736667
6463958	Fuel Bio, New Jersey Terminal	40.64723247	-74.1949734
757624	Air Train Newark Station P2, EWR	40.6875290836	-74.1910171509
7116976	Smashburger	40.698081429	-74.178786141
575705	Baskin Robbins	40.6538358578	-74.1980659961
356567	Brooklyn Brewery Jazz Bar	40.6982385054	-74.1788506508
575596	Dunkin' Donuts	40.6536140551	-74.1981437802
82640	President's Club	40.6984703273	-74.1784858704
668537	National Car Rental 	40.690970278	-74.1881632805
451094	Avis	40.6916217667	-74.1875788
7135484	Hun's House	40.64364524	-74.0917372
4361699	Juan Valdez Café	40.698103867	-74.179282167
935602	Starbucks Coffee	40.6304812167	-74.1060613
707277	360 Vantage virtual office	40.69682	-74.181426
6695460	Richmond University Medical Center	40.63167965	-74.10400301
783233	Perkins Restaurant	40.6778404	-74.1976222
763099	Dollar Rent A Car	40.6881223	-74.1914618667
356355	EWR Air Train Station P4	40.6967174087	-74.18217659
935621	Key Food Market	40.630772286	-74.1042388676
309450	UA All Staten Island Stadium 16	40.6264833833	-74.1728771167
56966	Hilton Newark Airport	40.6863469667	-74.19344505
74929	Staten Island Zoo	40.6241291667	-74.11711835
6782439	Subway	40.659213	-74.035502
6773123	Statue Of Liberty Crown	40.6577335	-74.02118175
1100002	Water Taxi Stop - Fairway	40.6740479833	-74.0176755333
1502390	Brooklyn Waterfront Artists Coalition	40.6732213497	-74.016340971
224081	Parachutes HQ	40.6739171334	-74.017188549
224100	Fairway Market	40.6741449713	-74.0170758963
389724	IKEA Water Taxi	40.671293144	-74.0138091255
832152	Water Taxi	40.6770218167	-74.0212956667
1010222	Erie Basin Park	40.6718502822	-74.0129721165
33213	Sunny's Bar	40.6758035333	-74.01691275
808578	Chelsea Garden Center	40.6751486667	-74.0155922667
757016	Steve's Authentic Key Lime Pies	40.6767799	-74.0178595167
1381384	Waterfront Museum	40.666789	-74.009607
1469733	Hope & Anchor	40.666789	-74.009607
657983	Dry Dock Wine & Spirits	40.6757023736	-74.0149815653
100459	IKEA	40.6720781272	-74.0109229088
68423	Rocky Sullivan's Tap Room	40.67417395	-74.0123219333
1162034	Red Hook Mercado	40.67615875	-74.0145639667
1077137	Sixpoint Brewery	40.6738556021	-74.0118086263
617632	The Good Fork	40.6760327414	-74.014248848
68437	Botanica	40.6769557833	-74.0154780167
1083440	F&M Bagels	40.6760801732	-74.0141880418
3465599	Valentino Pier	40.678608585	-74.018262381
7377623	Red Hook Community Farm	40.672406355	-74.009997329
1464022	Foxy & Winston	40.676191	-74.01349
380775	Play Pen Gentlemans Club	40.6551262833	-74.0107672333
68150	Fort Defiance	40.676626727	-74.0134978294
7341828	Brooklyn BDHD ... New York	40.674860162	-74.010929376
402873	Costco	40.6551148978	-74.0098967183
68235	Baked	40.6770547667	-74.0133284
6725712	Everbrite Mercantile Company	40.677108494	-74.0130014322
2718138	Hope & Anchor	40.677160349	-74.0129554249
756695	FlemBall Rooftop	40.6775904069	-74.0134500957
6530464	Red Hook homestead	40.674899829	-74.010056379
68206	Hope & Anchor	40.6776883833	-74.01276295
372859	O'Barone	40.6775970459	-74.0124282837
429594	Dungon	40.6467593065	-74.0228950852
68006	Anselmo's Coal Brick Oven Pizza	40.6778469139	-74.0125434684
996413	Ellis Island	40.67409914	-74.008237
1120406	Diego Restaurant	40.678502671	-74.0130952705
7057767	Sleep Inn	40.648900855	-74.014990431
6679201	Irish Haven	40.646188	-74.021135
2964061	The Spot	40.65179485	-74.00999051
1037997	Lutheran Medical Center	40.6463450935	-74.0200140251
68290	Home/Made	40.6787109031	-74.0110934051
1045628	Organic Deli & Healthy Foods	40.6457054885	-74.0203730798
1573185	Portside	40.6797498465	-74.0122961998
6716449	Dunkin' Donuts	40.6556046009	-74.005574584
1038886	Red Hook Park	40.6718014582	-74.0046572685
1446656	Bait And Tackle	40.679051333	-74.011090433
236222	Middle Of The Harbor	40.6569864	-74.0536895667
187723	Brooklyn Ice House	40.67904425	-74.0108281333
1045731	Dunkin' Donuts	40.6451365478	-74.0211642572
764326	Kevin's	40.6793275122	-74.0105816734
5082659	Red Hook Pier	40.682118155	-74.014817082
1204437	Red Hook Lobster Pound	40.6798644751	-74.0103939118
1038879	Red Hook Ball Fields Food Vendors	40.6714922385	-74.0029084682
61418	McDonald's	40.6531235833	-74.0055059333
7104559	Andy & Devin's Apt	40.651155633	-74.006769795
679318	Coffey Park	40.67834115	-74.0073172
1227853	Jerry's Bagels	40.6537612	-74.00433445
6145988	Rossman Farms	40.661525502	-74.00080075
1128459	Fabios Helados De Coco & Tropical Ices	40.6468037333	-74.0122700333
7558557	Prospect Ave & 4th Ave Subway	40.66429573	-74.00037699
7403273	Days Inn Brooklyn	40.652027898	-74.005233588
757269	50 Columbus	40.64428317	-74.01748991
3713472	Mobile On The Run	40.656182933	-74.0020264
7568653	Dean's Place	40.680795224	-74.008660286
302309	Clean Rite laundry	40.6515993333	-74.0047005333
1323591	KFC	40.653454754	-74.003170193
3455314	Stumptown Coffee Roasters	40.680851	-74.00857
97095	Monarch Luggage Factory	40.6783709072	-74.0055885944
50043	Defonte's Sandwich Shop	40.6787975112	-74.0057637188
639223	Suryasta Yoga	40.651621346	-74.0040353137
2471232	Dr. David Byrnes Medical Office	40.671841	-74.00039
167158	La Flor Bakery	40.6503014333	-74.0051381833
1084540	Maria's Bistro Mexicano	40.6514017721	-74.0039952299
215046	Melody Lanes	40.65269965	-74.0027495
5163410	Evelyn Mini Market	40.650369	-74.004749
7350733	Carribbean Princess	40.683583287	-74.011566639
169281	The Home Depot	40.6669631549	-73.9985955774
169721	Key Foods	40.6491097442	-74.0059797357
75077	Tacos Xochimilco	40.6478645781	-74.0074693265
524566	El Bohio #3 Restaurant	40.6476341653	-74.0077347067
784174	Carmelita Deli & Grocery	40.6597977996	-73.9989280701
727318	Sunset Park Diner	40.6514627667	-74.0034876333
75017	Tacos Matamoros	40.6475619045	-74.0077763983
1183975	Concord	40.66310675	-73.9980852333
782255	My House	40.6588818667	-73.9988339667
1388291	Vaz House	40.641629423	-74.020715873
7466474	Sleep Inn Brooklyn	40.6634991333	-73.9977507667
663638	Sunset Park	40.6488732	-74.00532475
6938811	T.Y. Trading 	40.67333	-73.99993
7556696	Taste of China	40.659757117	-73.99828255
348896	Bar Great Harry	40.6766433716	-74.0019302368
7175096	Creative Nails	40.645789865	-74.009303357
1537999	Oscar's House	40.641590555	-74.019553709
907316	Sweet Lorraine Gallery	40.6744027773	-74.0003260648
3417204	Styles Barber Shop	40.64244	-74.016243
6679162	Irish Haven	40.64247	-74.016013
767186	Piramid 	40.67560929	-74.00091737
6395835	The King of Cupcakes	40.67490959	-74.00043612
1202761	Sunset Bagels	40.64472466	-74.01065301
1212131	Ricos Tacos	40.644524778	-74.010948423
7536677	Restaurant Depot	40.663191595	-73.997168541
1594351	Dunkin' Donuts	40.660587259	-73.997476995
1438288	59th Street Subway Station N/R	40.6416195631	-74.0179020166
6524262	BP Gas Station	40.6750985571	-74.0001557
915419	Owl's Head Park	40.6400275167	-74.0320927167
2971968	Dunkin' Donuts	40.675992653	-74.00059619
6669945	Superior Auto Care	40.665329	-73.9967309333
54864	Moms House	40.64102565	-74.0188057333
7242075	Luna Rossa	40.674936827	-73.99962344
1335965	Citibank	40.642988338	-74.012917892
7507585	CKO Kickboxing	40.674830886	-73.999531469
238854	Court & Spark	40.6750785626	-73.9996591529
5234325	Cog & Pearl	40.674505	-73.999231
752935	Panama's Barber Shop	40.6748260833	-73.9994072
6380630	Dubuque	40.675088	-73.99955
7412859	Brooklyn Liquidators	40.6822727667	-74.0062680667
21647	Brooklyn Battery Tunnel	40.6817564754	-74.0055725404
7148128	Pulse Fitness	40.643796505	-74.010701411
5163086	Speedy's Place	40.640946	-74.018058
3475069	clean rite laundry	40.66554129	-73.99619007
1183453	Concord	40.670701	-73.997176
496467	Time Warner Cable	40.6577887333	-73.9972565833
857185	Jalopy Theater	40.681237609	-74.0045320986
7561501	Jules Coffee Shop	40.65933626	-73.99675452
5592496	Love My Bagels	40.640697194	-74.018402839
784017	Owl's Head Park Playground	40.6392866833	-74.0309295333
6805893	Brooklyn Brainery	40.6752126056	-73.9991035388
1559206	Pier 17	40.68133163	-74.00443536
663764	Sunset Park Playground	40.6476923333	-74.0043046333
1408687	My Place	40.64573499	-74.00670115
7045745	Fat Cat Wines	40.6754538167	-73.9990753667
7133981	sottovoche	40.673663	-73.997981
7518655	Mezcal	40.67607475	-73.9992720167
7445394	Brooklyn Motor Inn	40.680988	-74.003592
65864	Buttermilk Channel	40.6759488674	-73.9991286198
3763230	Best Western Prospect Park Hotel	40.65921825	-73.99618816
4751866	Palo Cortado	40.676123	-73.999074
7351094	George's Restaurant	40.6413942575	-74.0142649412
1942769	69th Street Pier	40.639539243	-74.037882916
6098519	Second Cycle Laundromat	40.639859892	-74.019015145
1187976	Maritime (Casa De Awesome BKLYN)	40.680908966	-74.002964625
867212	Sugar Lounge	40.686509	-74.011485
108186	Naturally Delicious	40.6762018	-73.9988369667
6911199	Met Foods	40.640961	-74.01495
6468530	Brookvin	40.67533266	-73.99817347
711933	Fig Leaf Gardens	40.68177491	-74.00368267
473989	F Line Bagels	40.6747223667	-73.99770185
687807	Brooklyn New School	40.6797947	-74.0014092167
61105	Johnny's Pizza	40.6405803141	-74.0152876914
7582487	Laundromat 	40.6403803825	-74.0158742666
1557579	Fumi	40.67473971	-73.99753981
7563197	Brothers Pizza	40.663424249	-73.994778401
2659125	Smith+9th st. Deli Grocery	40.674611567	-73.9974123
2658887	9th st. Luncheonette	40.6746116	-73.997408667
